BBEID,BBEScore,BBEVote,numRatings,ratingByStars,LikedPercent
6437,425,6,30407,"['6804', '9686', '9542', '3348', '1027']",86
6438,425,5,8552,"['3333', '3112', '1649', '357', '101']",95
6439,425,5,12447,"['5899', '4310', '1842', '293', '103']",97
6440,425,7,19469,"['6100', '6757', '5141', '1107', '364']",92
6441,425,6,9829,"['3191', '3417', '2658', '475', '88']",94
6442,424,6,38548,"['15885', '12158', '8161', '1861', '483']",94
6443,424,6,18199,"['7130', '7003', '2812', '845', '409']",93
6444,424,5,9137,"['3711', '3196', '1632', '435', '163']",93
6445,424,7,16431,"['5445', '4809', '3992', '1534', '651']",87
6446,424,5,63604,"['31362', '17516', '10051', '2831', '1844']",93
6447,424,5,12332,"['4827', '4200', '2473', '554', '278']",93
6448,424,5,3526,"['2467', '671', '247', '89', '52']",96
6449,424,6,56863,"['11325', '17038', '19314', '7037', '2149']",84
6450,424,5,11799,"['3846', '4610', '2671', '537', '135']",94
6451,424,6,22550,"['5969', '8367', '6209', '1530', '475']",91
6452,424,5,16505,"['5995', '5845', '3907', '633', '125']",95
6453,424,5,10730,"['7527', '2304', '730', '123', '46']",98
6454,424,5,155444,"['17629', '56453', '59590', '16959', '4813']",86
6455,423,6,32503,"['13643', '11639', '6006', '1056', '159']",96
6456,423,8,147692,"['81654', '32552', '22658', '7316', '3512']",93
6457,423,5,21876,"['8643', '6958', '4824', '1158', '293']",93
6458,423,6,24035,"['5955', '9610', '5901', '1916', '653']",89
6459,423,5,11659,"['5803', '4000', '1527', '240', '89']",97
6460,423,5,7418,"['2417', '2682', '1702', '464', '153']",92
6461,423,5,18860,"['9809', '6730', '1935', '268', '118']",98
6462,423,5,27900,"['12638', '9863', '3989', '937', '473']",95
6463,423,5,9414,"['3557', '3180', '1813', '571', '293']",91
6464,423,5,46450,"['6431', '10072', '15290', '9357', '5300']",68
6465,423,6,9285,"['3513', '2995', '2005', '573', '199']",92
6466,423,7,8350,"['3089', '3302', '1486', '386', '87']",94
6467,422,7,21125,"['11480', '5824', '3076', '580', '165']",96
6468,422,5,23692,"['5919', '6075', '7336', '3160', '1202']",82
6469,422,5,17037,"['6930', '5605', '3065', '939', '498']",92
6470,422,5,22770,"['4780', '7493', '8123', '2039', '335']",90
6471,422,5,18697,"['11425', '4594', '1919', '509', '250']",96
6472,422,5,65941,"['30474', '22015', '8406', '2666', '2380']",92
6473,422,5,154723,"['44074', '57839', '37223', '11439', '4148']",90
6474,421,6,7373,"['2420', '2560', '1844', '459', '90']",93
6475,421,5,10679,"['5717', '3351', '1320', '241', '50']",97
6476,421,5,15745,"['6043', '5334', '3427', '815', '126']",94
6477,421,6,28592,"['12652', '9706', '4990', '990', '254']",96
6478,421,5,47916,"['16540', '19806', '9340', '1660', '570']",95
6479,421,5,51951,"['22481', '19098', '7494', '1765', '1113']",94
6480,421,6,46902,"['9381', '18108', '14182', '3897', '1334']",89
6481,421,6,28100,"['13827', '9554', '3731', '724', '264']",96
6482,421,5,7691,"['3225', '2579', '1564', '270', '53']",96
6483,421,5,14695,"['5719', '5536', '2597', '585', '258']",94
6484,421,5,26389,"['8242', '10323', '5903', '1418', '503']",93
6485,420,5,8545,"['2697', '3253', '1946', '515', '134']",92
6486,420,7,26271,"['8788', '9762', '6389', '1106', '226']",95
6487,420,5,7366,"['2947', '2703', '1342', '292', '82']",95
6488,420,6,18844,"['5261', '6825', '4626', '1518', '614']",89
6489,420,5,39474,"['16620', '15215', '6534', '824', '281']",97
6490,420,5,25805,"['9928', '10100', '4566', '901', '310']",95
6491,420,5,18122,"['6028', '7024', '3627', '1044', '399']",92
6492,420,5,57134,"['22762', '24249', '8180', '1335', '608']",97
6493,419,6,9345,"['5214', '2775', '1120', '193', '43']",97
6494,419,5,27845,"['14841', '6363', '4171', '1437', '1033']",91
6495,419,6,38183,"['12725', '13653', '8959', '2038', '808']",93
6496,419,6,45164,"['12104', '16889', '12521', '2861', '789']",92
6497,419,5,7264,"['3788', '2255', '952', '167', '102']",96
6498,419,7,30095,"['7519', '12595', '8686', '1091', '204']",96
6499,419,5,11892,"['5268', '4381', '1843', '319', '81']",97
6500,419,5,7808,"['4165', '2223', '892', '340', '188']",93
6501,419,5,26303,"['12682', '9085', '3671', '675', '190']",97
6502,419,5,7962,"['3554', '3076', '1048', '210', '74']",96
6503,419,5,12583,"['5235', '4503', '2092', '570', '183']",94
6504,419,5,156704,"['32116', '61599', '46726', '12722', '3541']",90
6505,419,5,708,"['266', '111', '133', '85', '113']",72
6506,419,5,694,"['324', '319', '31', '10', '10']",97
6507,418,6,41426,"['17170', '14351', '8028', '1527', '350']",95
6508,418,5,10267,"['4181', '3838', '1712', '392', '144']",95
6509,418,6,48190,"['14204', '17588', '12055', '3013', '1330']",91
6510,418,5,17399,"['3940', '7174', '5031', '1051', '203']",93
6511,418,6,9409,"['2747', '2637', '2707', '967', '351']",86
6512,418,5,15917,"['4087', '5417', '4534', '1357', '522']",88
6513,418,6,30534,"['14684', '9751', '4566', '1148', '385']",95
6514,418,6,36785,"['16155', '12300', '6755', '1274', '301']",96
6515,417,5,5488,"['2713', '1935', '723', '85', '32']",98
6516,417,5,813,"['423', '237', '105', '30', '18']",94
6517,417,5,9553,"['3470', '3584', '1879', '467', '153']",94
6518,417,5,68122,"['27033', '20212', '12592', '4807', '3478']",88
6519,417,5,36089,"['13811', '11212', '7928', '2183', '955']",91
6520,417,5,43528,"['22369', '14692', '4987', '995', '485']",97
6521,417,6,12162,"['2839', '4977', '3504', '704', '138']",93
6522,417,5,13861,"['5899', '5629', '1966', '283', '84']",97
6523,416,5,18050,"['7707', '6029', '3511', '616', '187']",96
6524,416,5,4309,"['2128', '1468', '613', '80', '20']",98
6525,416,5,13081,"['3213', '4647', '3761', '1101', '359']",89
6526,416,6,27602,"['10074', '10449', '6008', '882', '189']",96
6527,416,6,19748,"['10944', '5342', '2749', '527', '186']",96
6528,416,5,4855,"['2572', '1563', '561', '120', '39']",97
6529,416,6,28805,"['9442', '12082', '5840', '1096', '345']",95
6530,416,8,73331,"['31699', '23921', '11903', '3818', '1990']",92
6531,416,5,42027,"['8226', '14708', '12557', '4567', '1969']",84
6532,416,5,51171,"['16735', '19329', '10938', '3033', '1136']",92
6533,416,5,67173,"['27073', '24812', '12568', '2246', '474']",96
6534,416,5,32,"['20', '3', '7', '1', '1']",94
6535,416,6,12774,"['4634', '4658', '2753', '595', '134']",94
6536,415,8,689,"['269', '273', '126', '13', '8']",97
6537,415,5,830,"['381', '305', '119', '21', '4']",97
6538,415,6,8312,"['4123', '2782', '1133', '227', '47']",97
6539,415,6,9890,"['1815', '1821', '2835', '2058', '1361']",65
6540,415,5,33798,"['11203', '14353', '6108', '1350', '784']",94
6541,415,5,18801,"['6868', '6943', '3798', '913', '279']",94
6542,414,5,9911,"['3990', '3827', '1649', '350', '95']",96
6543,414,7,28151,"['8652', '11512', '6242', '1346', '399']",94
6544,414,5,18531,"['7854', '5789', '3368', '1034', '486']",92
6545,414,5,4372,"['2162', '1448', '587', '121', '54']",96
6546,414,8,12408,"['3875', '3647', '3041', '1229', '616']",85
6547,414,5,33794,"['9691', '10223', '9935', '2977', '968']",88
6548,414,5,40349,"['17944', '14542', '6133', '1301', '429']",96
6549,414,8,17947,"['8357', '6040', '2887', '531', '132']",96
6550,414,5,50952,"['22031', '14666', '8937', '3045', '2273']",90
6551,414,5,11912,"['5535', '4182', '1759', '339', '97']",96
6552,414,5,26,"['22', '2', '1', '0', '1']",96
6553,414,5,88285,"['41644', '34335', '10569', '1429', '308']",98
6554,413,6,3991,"['2399', '1146', '360', '61', '25']",98
6555,413,5,10201,"['4628', '3442', '1561', '441', '129']",94
6556,413,5,17953,"['7231', '6342', '3401', '751', '228']",95
6557,413,6,32927,"['15335', '8958', '6356', '1668', '610']",93
6558,413,5,31513,"['8350', '13667', '8260', '1022', '214']",96
6559,413,5,9085,"['4237', '3132', '1300', '265', '151']",95
6560,413,5,10086,"['3949', '3745', '1753', '410', '229']",94
6561,413,6,8746,"['2214', '2917', '2206', '933', '476']",84
6562,413,5,82794,"['13814', '26640', '27565', '10668', '4107']",82
6563,413,5,20565,"['9386', '7858', '2760', '457', '104']",97
6564,413,5,20554,"['9006', '7457', '3435', '495', '161']",97
6565,413,5,75879,"['33822', '26991', '11119', '2871', '1076']",95
6566,412,5,1114,"['708', '252', '108', '35', '11']",96
6567,412,6,22813,"['9670', '7919', '4400', '715', '109']",96
6568,412,5,61206,"['25428', '23316', '10157', '1619', '686']",96
6569,412,8,66568,"['16985', '27016', '19126', '2889', '552']",95
6570,412,5,9129,"['4484', '2839', '1392', '292', '122']",95
6571,412,5,9218,"['3788', '3401', '1699', '256', '74']",96
6572,412,6,44482,"['13906', '16005', '10979', '2581', '1011']",92
6573,412,6,12845,"['3999', '4233', '3368', '964', '281']",90
6574,412,5,2961,"['1223', '1010', '585', '113', '30']",95
6575,412,5,7572,"['3789', '2706', '926', '122', '29']",98
6576,412,5,56216,"['31767', '12784', '8274', '2284', '1107']",94
6577,412,6,29833,"['11310', '11953', '5209', '1076', '285']",95
6578,411,7,116457,"['33505', '44452', '30180', '6463', '1857']",93
6579,411,6,15239,"['8963', '3659', '1963', '500', '154']",96
6580,411,7,19272,"['5617', '6986', '4929', '1369', '371']",91
6581,411,6,24893,"['12071', '8359', '3616', '655', '192']",97
6582,411,6,19296,"['6863', '6403', '4427', '1222', '381']",92
6583,411,5,12040,"['4104', '4106', '2819', '697', '314']",92
6584,411,5,2713,"['1227', '907', '397', '130', '52']",93
6585,411,6,17208,"['9089', '5193', '2287', '479', '160']",96
6586,411,5,64635,"['39411', '17116', '5841', '1348', '919']",96
6587,411,5,28420,"['13010', '9243', '4256', '1270', '641']",93
6588,411,6,21998,"['7632', '9128', '4177', '805', '256']",95
6589,410,6,7786,"['2221', '2916', '2015', '522', '112']",92
6590,410,5,1020,"['678', '235', '77', '21', '9']",97
6591,410,6,34878,"['7867', '12510', '10538', '3131', '832']",89
6592,410,5,14362,"['6447', '5936', '1796', '148', '35']",99
6593,410,6,16742,"['6155', '6191', '3353', '730', '313']",94
6594,409,5,18733,"['4004', '7218', '5632', '1522', '357']",90
6595,409,5,13310,"['2744', '5108', '3997', '1152', '309']",89
6596,409,7,3116,"['1660', '912', '397', '102', '45']",95
6597,409,6,25016,"['12956', '7742', '3384', '689', '245']",96
6598,409,5,18319,"['8795', '4924', '2932', '1093', '575']",91
6599,409,5,4278,"['1381', '1571', '924', '312', '90']",91
6600,409,5,70968,"['31488', '25591', '10558', '2311', '1020']",95
6601,408,5,6958,"['5377', '1052', '349', '84', '96']",97
6602,408,5,19562,"['6595', '7398', '4249', '963', '357']",93
6603,408,5,15164,"['7571', '3812', '2291', '871', '619']",90
6604,408,5,15001,"['7198', '4559', '2440', '567', '237']",95
6605,408,6,14550,"['5328', '5626', '2836', '598', '162']",95
6606,408,5,32081,"['13865', '10087', '5217', '1841', '1071']",91
6607,408,6,10109,"['3640', '2966', '2360', '821', '322']",89
6608,407,5,15022,"['4409', '6264', '3561', '641', '147']",95
6609,407,5,11807,"['4046', '4241', '2605', '689', '226']",92
6610,407,6,20682,"['8755', '7396', '3664', '657', '210']",96
6611,407,6,131635,"['24426', '36468', '41066', '17966', '11709']",77
6612,407,5,20842,"['7525', '8701', '3920', '559', '137']",97
6613,407,5,14022,"['10036', '2601', '1034', '199', '152']",97
6614,407,5,20842,"['8967', '7411', '3365', '798', '301']",95
6615,407,5,17284,"['11658', '4130', '1275', '159', '62']",99
6616,406,5,3356,"['986', '1299', '771', '222', '78']",91
6617,406,6,54765,"['15975', '19118', '14502', '3819', '1351']",91
6618,406,5,8082,"['2321', '2856', '2095', '612', '198']",90
6619,406,5,56389,"['8647', '12807', '16941', '11419', '6575']",68
6620,406,6,26508,"['7398', '10120', '7161', '1498', '331']",93
6621,406,5,3984,"['2491', '973', '396', '96', '28']",97
6622,406,5,19601,"['5241', '7201', '4605', '1716', '838']",87
6623,406,5,27901,"['14085', '8588', '4005', '940', '283']",96
6624,406,5,3322,"['917', '1072', '783', '349', '201']",83
6625,405,7,10525,"['3209', '2711', '2682', '1242', '681']",82
6626,405,5,3223,"['1061', '1254', '696', '166', '46']",93
6627,405,6,21918,"['7566', '7927', '5050', '1066', '309']",94
6628,405,5,7314,"['3348', '2468', '1217', '216', '65']",96
6629,405,6,14352,"['8279', '3521', '1922', '476', '154']",96
6630,405,5,9849,"['3252', '3366', '2540', '566', '125']",93
6631,405,5,18080,"['10599', '4332', '2322', '601', '226']",95
6632,405,4,12931,"['4663', '3157', '3130', '1282', '699']",85
6633,405,5,10481,"['2576', '2323', '2994', '1675', '913']",75
6634,405,6,18821,"['6073', '6577', '4646', '1185', '340']",92
6635,405,6,16961,"['5784', '5166', '4098', '1394', '519']",89
6636,405,5,9173,"['4234', '2920', '1565', '347', '107']",95
6637,405,5,1324,"['458', '324', '256', '153', '133']",78
6638,405,5,397,"['176', '121', '73', '19', '8']",93
6639,405,5,185,"['87', '49', '34', '11', '4']",92
6640,405,5,70981,"['27199', '30621', '10681', '1831', '649']",97
6641,404,7,1694,"['939', '524', '191', '29', '11']",98
6642,404,6,23175,"['10434', '7916', '3908', '702', '215']",96
6643,404,5,27441,"['11916', '10349', '4319', '671', '186']",97
6644,404,5,9448,"['4709', '3224', '1299', '157', '59']",98
6645,404,5,13450,"['2929', '4855', '4277', '1136', '253']",90
6646,404,5,12881,"['3283', '4429', '3747', '1160', '262']",89
6647,404,5,5466,"['2400', '1531', '943', '383', '209']",89
6648,404,6,92936,"['23909', '29897', '27914', '8940', '2276']",88
6649,404,5,98620,"['33177', '39191', '19117', '5116', '2019']",93
6650,404,6,14767,"['5103', '5863', '2986', '668', '147']",94
6651,404,5,29553,"['8040', '7082', '7250', '4235', '2946']",76
6652,403,6,82428,"['24457', '33508', '18801', '4083', '1579']",93
6653,403,7,15506,"['4614', '5809', '3772', '1002', '309']",92
6654,403,5,11267,"['2736', '4506', '2905', '843', '277']",90
6655,403,5,33451,"['9034', '12532', '9299', '2049', '537']",92
6656,403,6,16602,"['6617', '5755', '3141', '738', '351']",93
6657,403,5,10732,"['3123', '3520', '2699', '1013', '377']",87
6658,403,5,24933,"['12702', '8303', '3043', '637', '248']",96
6659,403,5,2903,"['1394', '830', '468', '136', '75']",93
6660,402,7,18436,"['9260', '5515', '2912', '596', '153']",96
6661,402,5,8862,"['2623', '3625', '2060', '410', '144']",94
6662,402,5,14477,"['5247', '5027', '2948', '872', '383']",91
6663,402,6,21529,"['10037', '7381', '3470', '485', '156']",97
6664,402,5,4068,"['2209', '1160', '560', '108', '31']",97
6665,402,5,18888,"['10437', '6086', '2012', '267', '86']",98
6666,402,5,63727,"['29259', '21224', '10794', '1726', '724']",96
6667,401,7,73218,"['28493', '25043', '15848', '3007', '827']",95
6668,401,5,88476,"['40149', '28167', '15558', '3447', '1155']",95
6669,401,5,12940,"['3534', '5118', '3066', '881', '341']",91
6670,401,5,7080,"['2851', '2386', '1538', '252', '53']",96
6671,401,6,37204,"['13896', '12189', '7860', '2212', '1047']",91
6672,401,5,2204,"['1128', '636', '317', '93', '30']",94
6673,401,5,10870,"['2762', '4183', '2969', '773', '183']",91
6674,401,6,131628,"['36137', '55945', '30677', '6870', '1999']",93
6675,401,7,40161,"['19313', '12380', '6141', '1363', '964']",94
6676,400,4,1772,"['1527', '50', '50', '45', '100']",92
6677,400,4,718,"['219', '174', '177', '88', '60']",79
6678,400,6,8069,"['6560', '1185', '256', '40', '28']",99
6679,400,4,178,"['51', '54', '44', '15', '14']",84
6680,400,4,19,"['9', '4', '3', '1', '2']",84
6681,400,4,79,"['24', '21', '22', '5', '7']",85
6682,400,4,232,"['97', '85', '40', '4', '6']",96
6683,400,4,15,"['10', '1', '2', '2', '0']",87
6684,400,4,1510,"['407', '448', '430', '155', '70']",85
6685,400,4,58,"['28', '13', '10', '1', '6']",88
6686,400,4,44,"['18', '9', '12', '2', '3']",89
6687,400,4,1048,"['369', '328', '240', '88', '23']",89
6688,400,4,48,"['39', '9', '0', '0', '0']",100
6689,400,4,141,"['71', '47', '11', '7', '5']",91
6690,400,4,24,"['13', '4', '5', '2', '0']",92
6691,400,4,700,"['330', '199', '132', '26', '13']",94
6692,400,4,14,"['9', '3', '1', '1', '0']",93
6693,400,4,370,"['143', '99', '75', '31', '22']",86
6694,400,4,26,"['21', '1', '0', '2', '2']",85
6695,400,4,24,"['16', '2', '3', '2', '1']",88
6696,400,4,50,"['28', '10', '6', '1', '5']",88
6697,400,4,17,"['8', '5', '1', '2', '1']",82
6698,399,5,40351,"['15172', '14385', '9009', '1461', '324']",96
6699,399,4,68,"['44', '13', '5', '2', '4']",91
6700,399,5,11171,"['2630', '3634', '3238', '1194', '475']",85
6701,399,7,31407,"['11383', '8991', '6958', '2758', '1317']",87
6702,399,4,653,"['168', '218', '174', '66', '27']",86
6703,399,6,61581,"['23577', '22565', '11483', '2768', '1188']",94
6704,399,5,11122,"['4235', '4080', '2047', '531', '229']",93
6705,399,5,2601,"['1512', '740', '257', '69', '23']",96
6706,399,4,110,"['34', '48', '22', '5', '1']",95
6707,399,5,24106,"['9295', '9142', '3867', '1100', '702']",93
6708,399,4,203,"['95', '25', '32', '17', '34']",75
6709,399,4,55,"['37', '7', '5', '3', '3']",89
6710,398,6,30836,"['10879', '10678', '7443', '1505', '331']",94
6711,398,4,10733,"['3822', '3884', '2126', '600', '301']",92
6712,398,5,2358,"['999', '693', '474', '141', '51']",92
6713,398,4,2807,"['1220', '882', '515', '136', '54']",93
6714,398,5,22255,"['6186', '7972', '5967', '1647', '483']",90
6715,398,3,34782,"['7841', '9224', '11089', '4961', '1667']",81
6716,398,5,21079,"['4997', '8371', '5308', '1723', '680']",89
6717,398,4,642,"['192', '168', '166', '74', '42']",82
6718,398,6,59760,"['34962', '16812', '5495', '1588', '903']",96
6719,398,5,13372,"['3619', '4240', '4132', '1153', '228']",90
6720,398,5,21379,"['10105', '6592', '3164', '1041', '477']",93
6721,398,5,10729,"['3886', '3378', '2451', '731', '283']",91
6722,398,4,9454,"['4190', '3099', '1469', '455', '241']",93
6723,398,4,248,"['130', '64', '42', '9', '3']",95
6724,398,4,752,"['298', '210', '137', '66', '41']",86
6725,398,4,57,"['34', '8', '8', '5', '2']",88
6726,398,4,764,"['496', '201', '58', '5', '4']",99
6727,397,5,8128,"['3515', '2560', '1501', '392', '160']",93
6728,397,6,96458,"['23852', '34809', '25470', '8451', '3876']",87
6729,397,5,37839,"['12203', '15020', '8329', '1679', '608']",94
6730,397,6,46583,"['19547', '17854', '7335', '1500', '347']",96
6731,397,5,8828,"['3645', '3160', '1469', '376', '178']",94
6732,397,5,31556,"['11279', '10674', '7253', '1760', '590']",93
6733,397,4,3044,"['1300', '1014', '462', '170', '98']",91
6734,397,4,9606,"['4085', '2999', '1808', '504', '210']",93
6735,397,4,48,"['17', '14', '16', '1', '0']",98
6736,397,4,6954,"['3100', '2193', '867', '302', '492']",89
6737,397,4,1182,"['994', '95', '51', '17', '25']",96
6738,397,5,9017,"['3106', '3646', '1783', '390', '92']",95
6739,397,4,34,"['26', '7', '1', '0', '0']",100
6740,396,4,28,"['20', '5', '2', '1', '0']",96
6741,396,6,22221,"['9592', '7583', '4126', '744', '176']",96
6742,396,6,9879,"['3805', '2605', '2311', '792', '366']",88
6743,396,5,766,"['340', '212', '168', '31', '15']",94
6744,396,5,17743,"['8383', '6118', '2700', '450', '92']",97
6745,396,5,8696,"['2161', '2810', '2349', '943', '433']",84
